external_mode,n_workers,seed,strategy,mean_barrier_ms,p95_barrier_ms,mean_decode_ms,mean_extra_compute,mean_rows_after_decode,decode_success_rate,mean_dispatch_ms,mean_cancel_ms,method,source,artifact,uses_first_decode_features,notes
k3s,24,43,deadline_aware_sparse_flexible,15.751198000003741,16.367151550059507,7.90632587501245,2.407993861607143,9.5,1.0,0.6507837500464125,5.763076875069763,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible
k3s,24,43,system_portfolio,12.465168999995,12.818519850065929,8.043975874983252,1.0,0.0,1.0,0.87725137498745,4.347963750063813,system_portfolio,system_portfolio,system_portfolio,system_portfolio,system_portfolio
k3s,24,43,guarded_system_portfolio,12.281352000030626,12.719573450067381,7.954353749994401,1.0,0.0,1.0,0.8297583750049374,4.2581048750491375,Guarded portfolio,this paper,ours,Guarded,online guard over a system portfolio
k3s,24,43,online_counter_guard_rank_aware_sparse_flexible,15.570377374984838,16.86483119996177,7.824269124995399,2.3265671502976186,9.5,1.0,0.675021000006325,5.647854499983338,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible,online_counter_guard_rank_aware_sparse_flexible
k3s,24,43,online_counter_guard_deadline_aware_sparse_flexible,15.244432749966526,16.667741350022375,7.4705328750041495,2.1257207961309526,10.0,1.0,0.5903131250021875,5.6517356249229875,Guard-D,this paper,ours,Guarded,coded-only guard; static sparse-flexible fallback
k3s,24,43,rltune_style_selector,12.821335749947561,14.248315899908398,7.7759406249242,1.4526832217261905,2.125,1.0,0.787682000009175,4.6262322500183,RLTune-style,SoCC'25 RLTune,public artifact; runtime adaptation,Indirect,"portfolio over uncoded, replicated, static-coded, and rank-coded arms"
k3s,24,43,sailor_style_heterogeneity_aware,12.335783624962414,12.664786249979414,7.988088249959388,1.0,0.0,1.0,0.8527318750281626,4.280641625058437,Sailor-style,SOSP'25 Sailor,public artifact; runtime adaptation,No,heterogeneity-aware throughput and load model
k3s,24,53,speed_aware_uncoded,12.521590624970676,13.1250193999335,8.0823676249508,1.0,0.0,1.0,0.871123624989375,4.36396837505975,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded
k3s,24,53,speculative_replication,14.01607325001915,15.02668144992182,6.92736137500555,1.3111049107142856,5.875,1.0,0.7789143750187125,5.109478125035525,speculative_replication,speculative_replication,speculative_replication,speculative_replication,speculative_replication
k3s,24,53,sparse_flexible_static,16.701395374980137,17.801598900075522,8.802042999974388,2.713541666666667,7.375,1.0,0.6750177500407,5.705764499992875,SparseFlexibleStatic,Sparse-flexible coded learning,same-runtime reimplementation,No,legacy static baseline name
k3s,24,53,original_sfcl_static,16.65686225001645,17.61358845001262,8.903196125032713,2.6986142113095237,7.875,1.0,0.805344000013925,5.72389700005255,Original-SFCL,Sparse-flexible coded learning,same-runtime reimplementation,No,static sparse-flexible placement
