external_mode,n_workers,seed,strategy,actual_barrier_ms,no_straggler_barrier_ms,cancel_free_barrier_ms,fastest_safe_barrier_ms,removable_tail_fraction,dominant_bottleneck,method,source,artifact,uses_first_decode_features,notes
k3s,24,11,online_counter_guard_deadline_aware_sparse_flexible,15.178456124971225,6.317290605444878,9.3585316249687,8.716621437429206,0.4260701008874066,cancel,Guard-D,this paper,ours,Guarded,coded-only guard; static sparse-flexible fallback
k3s,24,11,rltune_style_selector,13.202399750042513,6.6345053414637745,9.063060875092713,8.827506187586119,0.3283368326245656,cancel,RLTune-style,SoCC'25 RLTune,public artifact; runtime adaptation,Indirect,"portfolio over uncoded, replicated, static-coded, and rank-coded arms"
k3s,24,11,sailor_style_heterogeneity_aware,12.428662375015099,6.844130597667827,8.961845125014538,8.961845125014538,0.2791331226509872,cancel,Sailor-style,SOSP'25 Sailor,public artifact; runtime adaptation,No,heterogeneity-aware throughput and load model
k3s,24,17,speed_aware_uncoded,12.553850874979787,6.844577083601384,8.822016125065963,8.822016125065963,0.29775843771966654,cancel,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded,speed_aware_uncoded
k3s,24,17,speculative_replication,13.743088750004475,5.758965043788462,8.697032375039274,8.08345106251802,0.41136416730869285,cancel,speculative_replication,speculative_replication,speculative_replication,speculative_replication,speculative_replication
k3s,24,17,sparse_flexible_static,15.976282749988911,7.1965649757586485,10.32152399992015,9.711501937431368,0.3920198144621034,cancel,SparseFlexibleStatic,Sparse-flexible coded learning,same-runtime reimplementation,No,legacy static baseline name
k3s,24,17,original_sfcl_static,15.7361686249544,6.92019736716263,10.214146624917962,9.551305062458917,0.3934190430149188,cancel,Original-SFCL,Sparse-flexible coded learning,same-runtime reimplementation,No,static sparse-flexible placement
k3s,24,17,worker_aware_sparse_flexible,16.366251374989773,7.132599278923177,10.744235500027337,9.892076187526262,0.39585161824342496,cancel,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible,worker_aware_sparse_flexible
k3s,24,17,rank_aware_sparse_flexible,17.98875099993319,6.748909685871979,10.302578249991264,9.424169499965226,0.4469811473342175,cancel,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible,rank_aware_sparse_flexible
k3s,24,17,deadline_aware_sparse_flexible,16.04669562496491,6.910317232024849,10.470304374933914,9.635701374946805,0.39942719732269993,cancel,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible,deadline_aware_sparse_flexible
k3s,24,17,system_portfolio,12.026868749984438,6.4933857937491215,8.55144337504035,8.55144337504035,0.29057313460072903,cancel,system_portfolio,system_portfolio,system_portfolio,system_portfolio,system_portfolio
k3s,24,17,guarded_system_portfolio,12.191531124983563,6.55677792495601,8.559717999901174,8.559717999901174,0.2983127938967776,cancel,Guarded portfolio,this paper,ours,Guarded,online guard over a system portfolio
