seed,round,policy,predicted_ms,prefix_rows,gain_vs_static_pct,prefix_delta_vs_static
43,5,rho,40.371216373796436,10,-20.302143102871494,1
43,5,rho*C,40.371216373796436,10,-20.302143102871494,1
43,5,rho/C,40.371216373796436,10,-20.302143102871494,1
43,5,sampled-minset-128,33.558185525651545,9,0.0,0
43,5,sampled-minset-512,32.795578726925896,9,2.2724911576125737,0
43,5,oracle-minset,32.63381364840833,9,2.7545347365001063,0
43,6,static,58.898862697881455,12,0.0,0
43,6,random,147.16776050491004,16,-149.86519902735498,4
43,6,cost-only,37.19979891694127,10,36.84122712563121,-2
43,6,rho,36.85075743257563,10,37.43383871162403,-2
43,6,rho*C,36.85075743257563,10,37.43383871162403,-2
43,6,rho/C,36.85075743257563,10,37.43383871162403,-2
43,6,sampled-minset-128,36.27391662264323,9,38.413213836219,-3
43,6,sampled-minset-512,35.511309823917564,9,39.70798722197589,-3
43,6,oracle-minset,35.3495447454,9,39.982636121984925,-3
43,7,static,59.28049345859393,10,0.0,0
43,7,random,147.93102202633497,15,-149.54418122322383,5
43,7,cost-only,58.86964746985973,11,0.6930542658541889,1
43,7,rho,58.3512106380214,10,1.5676030450414737,0
43,7,rho*C,58.3512106380214,10,1.5676030450414737,0
43,7,rho/C,58.3512106380214,10,1.5676030450414737,0
43,7,sampled-minset-128,38.91934360608736,9,34.347132867118205,-1
43,7,sampled-minset-512,38.03331522269766,9,35.84177019500848,-1
43,7,oracle-minset,37.84536980803924,9,36.158814476682174,-1
43,8,static,99.78025949139402,15,0.0,0
43,8,random,99.78025949139402,15,0.0,0
43,8,cost-only,36.75611446443027,10,63.16293959167297,-5
43,8,rho,36.44322576031604,10,63.47651735315517,-5
43,8,rho*C,36.44322576031604,10,63.47651735315517,-5
43,8,rho/C,36.44322576031604,10,63.47651735315517,-5
43,8,sampled-minset-128,30.983181046804212,9,68.94858641906369,-6
43,8,sampled-minset-512,30.27221397419134,9,69.66111921486603,-6
43,8,oracle-minset,30.121402776970427,9,69.81226253518776,-6
43,9,static,11.318238990585279,8,0.0,0
43,9,random,49.93190103506236,10,-341.16316218977744,2
43,9,cost-only,49.93190103506236,10,-341.16316218977744,2
43,9,rho,49.49288284998101,10,-337.2843062525019,2
43,9,rho*C,49.49288284998101,10,-337.2843062525019,2
43,9,rho/C,49.49288284998101,10,-337.2843062525019,2
43,9,sampled-minset-128,35.138207773206844,9,-210.45649241401827,1
43,9,sampled-minset-512,34.34395183199382,9,-203.43900548982714,1
43,9,oracle-minset,34.175473299009234,9,-201.95044765742293,1
43,10,static,10.686211398990842,7,0.0,0
43,10,random,11.57748738217192,8,-8.340430016808828,1
